,year,title,genre,avg_vote,movie_rating
9438,2009,Halloween II,Horror,4.9,okay
9439,2010,The Human Resources Manager,"Comedy, Drama",6.5,good
9440,2009,The Pit and the Pendulum,"Horror, Thriller",2.5,bad
9441,2009,The Gold Retrievers,"Adventure, Comedy, Family",4.7,okay
9442,2008,Aegan,Action,4.6,okay
9443,2008,Vlog,Horror,3.7,okay
9444,2009,Dead Man Running,"Action, Crime, Drama",6.0,good
9445,2008,Nikto ne znaet pro sex 2: No sex,"Comedy, Romance",1.7,bad
9446,2008,"Oh, My God!!","Comedy, Drama",5.4,okay
9447,2009,Yau lung hei fung,Romance,5.6,okay
9448,2009,Bordello Death Tales,Horror,3.3,okay
9449,2010,Skateland,Drama,5.7,okay
9450,2010,Animal Kingdom,"Crime, Drama",7.3,good
9451,2008,Aoi tori,Drama,6.9,good
9452,2008,Divar,Drama,5.3,okay
9453,2009,The Firm,Drama,5.8,okay
9454,2008,Heruzu enjueruzu,"Animation, Adventure, Come",6.2,good
9455,2008,Kurôn wa kokyô wo mezasu,"Drama, Fantasy, Sci-Fi",6.5,good
9456,2008,Shonen merikensakku,"Comedy, Music",6.7,good
9457,2008,Chao qiang tai feng,"Action, Drama",3.2,okay
9458,2009,Women Do It Better,Comedy,4.9,okay
9459,2006,Be name pedar,"Drama, War",6.0,good
9460,2010,Hypothermia,Horror,3.9,okay
9461,2010,La mirada invisible,Drama,6.3,good
9462,2008,Intruder,Horror,3.7,okay
9463,2010,Tung ngan,Horror,4.2,okay
9464,2009,Damage,"Action, Drama",5.7,okay
9465,2010,3 Backyards,Drama,5.0,okay
9466,2008,Iki Çizgi,Drama,4.6,okay
9467,2010,American Scream King,"Comedy, Horror",3.5,okay
9468,2009,Did You Hear About the Morgans?,"Comedy, Drama, Romance",4.8,okay
9469,2009,Les beaux gosses,"Comedy, Drama, Romance",6.4,good
9470,2009,Eraser Children,"Comedy, Drama, Fantasy",6.0,good
9471,2009,Erreur de la banque en votre faveur,Comedy,6.2,good
9472,2009,Simon & Malou,"Comedy, Romance",6.0,good
9473,2009,To kako - Stin epohi ton iroon,"Comedy, Horror",5.6,okay
9474,2009,Limo,"Adventure, Family",4.1,okay
9475,2009,La robe du soir,Drama,6.4,good
9476,2008,Takut: Faces of Fear,Horror,5.9,okay
9477,2008,Tao hua yun,"Comedy, Drama, Romance",5.1,okay
9478,2009,Applaus,Drama,6.7,good
9479,2008,Hulla,"Comedy, Drama",6.4,good
9480,2009,Welcome,Drama,7.5,good
9481,2009,Oto-na-ri,Drama,7.1,good
9482,2008,Live Animals,Horror,3.4,okay
9483,2009,C Me Dance,"Drama, Thriller",1.3,bad
9484,2010,Hanyo,"Drama, Thriller",6.4,good
9485,2010,Devil,"Horror, Mystery, Thriller",6.2,good
9486,2009,Da xi shi,"Comedy, Romance",5.3,okay
9487,2009,Hannah Free,"Drama, Romance",6.5,good
9488,2010,Cherry,"Comedy, Drama",6.8,good
9489,2009,Machotaildrop,"Action, Comedy, Fantasy",6.9,good
9490,2010,The Truth,Thriller,4.7,okay
9491,2008,In jeder Sekunde,Drama,6.1,good
9492,2009,Incognito,Comedy,5.9,okay
9493,2009,Partir,"Drama, Romance",6.2,good
9494,2009,A Single Man,"Drama, Romance",7.6,good
9495,2010,Birdemic: Shock and Terror,"Horror, Thriller",1.8,bad
9496,2009,Made in China,Comedy,5.8,okay
9497,2009,The Sky Has Fallen,"Action, Drama, Horror",7.0,good
9498,2008,Zebra Crossing,Drama,5.8,okay
9499,2009,The Loved Ones,"Horror, Thriller",6.7,good
9500,2007,Où est la main de l'homme sans tête,Thriller,5.5,okay
9501,2010,Wrecked,"Adventure, Drama, Mystery",5.3,okay
9502,2009,Handsome Harry,Drama,6.1,good
9503,2009,Altiplano,Drama,6.8,good
9504,2008,Frantisek je devkar,Comedy,5.2,okay
9505,2009,Hierro,"Mystery, Thriller",5.7,okay
9506,2010,Neka ostane medju nama,"Comedy, Drama",6.6,good
9507,2009,Coeur animal,Drama,7.0,good
9508,2009,Saleem,"Action, Comedy",4.7,okay
9509,2009,Le siffleur,"Comedy, Crime",4.7,okay
9510,2009,American Virgin,Comedy,4.3,okay
9511,2008,Colour from the Dark,Horror,4.7,okay
9512,2009,8 fois debout,Drama,6.2,good
9513,2009,Oveja negra,"Action, Adventure",6.4,good
9514,2009,The Jailhouse,"Horror, Mystery, Thriller",3.6,okay
9515,2008,Among Dead Men,"Action, Crime, Horror",4.0,okay
9516,2008,Chilly Beach: The Canadian President,Animation,4.3,okay
9517,2008,Vil romance,"Drama, Romance",5.4,okay
9518,2009,The Race,"Comedy, Drama, Sport",6.0,good
9519,2008,1 and 0 nly,"Drama, Fantasy, Mystery",6.8,good
9520,2008,Home,Drama,7.0,good
9521,2008,Winterstilte,Drama,6.2,good
9522,2009,Glorious 39,"Drama, History, Thriller",6.4,good
9523,2008,"31 minutos, la película","Animation, Adventure, Come",6.8,good
9524,2009,Ballistica,"Action, Adventure, Thrille",3.4,okay
9525,2010,Chatroom,"Drama, Thriller",5.5,okay
9526,2010,Exquisite Corpse,"Horror, Romance, Thriller",4.5,okay
9527,2010,It's a Wonderful Afterlife,"Comedy, Drama, Fantasy",5.3,okay
9528,2010,Da bing xiao jiang,"Action, Adventure, Comedy",6.9,good
9529,2010,A Little Help,"Comedy, Drama, Romance",5.6,okay
9530,2009,Le concert,"Comedy, Drama, Music",7.6,good
9531,2010,Morning,Drama,5.8,okay
9532,2009,Pethaino gia sena!,Comedy,5.7,okay
9533,2009,A Closed Book,Thriller,5.4,okay
9534,2010,Burke and Hare,"Comedy, Crime, History",6.2,good
9535,2010,The Last Exorcism,"Horror, Mystery, Thriller",5.6,okay
9536,2010,The Expendables,"Action, Adventure, Thrille",6.5,good
9537,2010,Gulliver's Travels,"Adventure, Comedy, Family",4.9,okay
9538,2008,Al-mor wa al rumman,Drama,6.1,good
9539,2010,The Reef,"Adventure, Drama, Horror",5.8,okay
9540,2010,Shank,"Action, Comedy, Crime",4.1,okay
9541,2008,Si può fare,Comedy,7.6,good
9542,2009,Détour,Thriller,5.2,okay
9543,2008,No Problem,Comedy,5.5,okay
9544,2009,Nothing Personal,Drama,7.1,good
9545,2009,Ralliraita,Comedy,5.1,okay
9546,2008,Eli & Ben,"Drama, Family",6.8,good
9547,2009,Zamiana,Comedy,2.7,bad
9548,2008,Isovites,Comedy,6.4,good
9549,2010,Death at a Funeral,Comedy,5.7,okay
9550,2010,Jhootha Hi Sahi,"Comedy, Drama, Romance",6.1,good
9551,2010,The Dry Land,Drama,5.6,okay
9552,2010,América,"Comedy, Drama",6.4,good
9553,2009,Besouro,"Action, Biography, Drama",5.8,okay
9554,2009,Children of Invention,Drama,6.4,good
9555,2010,La hora cero,"Action, Drama, Thriller",7.0,good
9556,2010,La posesión de Emma Evans,Horror,5.0,okay
9557,2010,Going the Distance,"Comedy, Romance",6.3,good
9558,2009,Headhunter,Thriller,6.6,good
9559,2009,Iago,"Comedy, Romance",4.5,okay
9560,2009,Intim fejlövés,"Comedy, Crime, Drama",6.4,good
9561,2008,Kamennaya bashka,"Crime, Drama, Sport",5.8,okay
9562,2009,Miss Kicki,Drama,6.6,good
9563,2010,Protéger & servir,Comedy,4.2,okay
9564,2009,Psalm 21,"Horror, Thriller",4.4,okay
9565,2010,Submarino,Drama,7.6,good
9566,2009,À vos marques... Party! 2,"Drama, Romance",5.0,okay
9567,2009,Creative Nonfiction,"Comedy, Drama",4.6,okay
9568,2008,Issiz Adam,"Drama, Romance",6.8,good
9569,2008,Zay el naharda,Mystery,7.1,good
9570,2010,Frozen,"Drama, Thriller",6.1,good
9571,2010,Despicable Me,"Animation, Comedy, Family",7.6,good
9572,2009,Suck,"Comedy, Horror, Music",6.1,good
9573,2009,Captain Berlin versus Hitler,Comedy,5.7,okay
9574,2010,Fight or Flight,"Action, Horror, Thriller",3.5,okay
9575,2009,Kanikôsen,"Action, Adventure, Drama",5.8,okay
9576,2009,Celle que j'aime,"Comedy, Drama",4.5,okay
9577,2009,Happy Ever Afters,Comedy,5.5,okay
9578,2009,Sammen,Drama,6.6,good
9579,2009,Separation City,"Comedy, Drama, Romance",5.7,okay
9580,2009,Wake Up Sid,"Comedy, Drama, Romance",7.6,good
9581,2010,Zena sa slomljenim nosem,"Comedy, Drama, Romance",6.9,good
9582,2009,Zoomerne,Family,6.0,good
9583,2009,Fox,"Crime, Drama, Mystery",5.2,okay
9584,2009,Kal Kissne Dekha,"Action, Crime, Romance",3.6,okay
9585,2010,The Twilight Saga: Eclipse,"Action, Adventure, Crime",5.0,okay
9586,2010,Five Star Day,"Drama, Romance",5.8,okay
9587,2010,New Terminal Hotel,"Crime, Horror, Thriller",3.2,okay
9588,2008,Bergfest,Drama,6.7,good
9589,2009,The Cuckold,Drama,2.6,bad
9590,2009,Finale,"Drama, Fantasy, Thriller",3.6,okay
9591,2009,Fruit Fly,"Comedy, Musical",5.5,okay
9592,2010,Backlight,"Drama, Mystery, Sci-Fi",6.2,good
9593,2009,Marin Blue,"Drama, Music, Romance",3.9,okay
9594,2009,The Seamstress,"Crime, Horror, Mystery",3.5,okay
9595,2009,Thor at the Bus Stop,Comedy,6.5,good
9596,2009,The Truth About Average Guys,Comedy,5.5,okay
9597,2009,The Yankles,Sport,5.2,okay
9598,2009,Kicking the Dog,Comedy,3.4,okay
9599,2008,Mañana,Comedy,5.2,okay
9600,2009,Chi bi: Jue zhan tian xia,"Action, Drama, History",7.6,good
9601,2009,Dev.D,"Comedy, Drama, Romance",8.0,good
9602,2010,The Reeds,"Horror, Mystery, Thriller",4.6,okay
9603,2010,Cyrus,"Crime, Horror, Mystery",4.6,okay
9604,2009,Solitary,"Drama, Mystery",5.3,okay
9605,2008,La Buena Vida,Drama,6.8,good
9606,2010,Opération Casablanca,"Action, Comedy, Crime",5.4,okay
9607,2009,Broderskab,"Drama, Romance",7.0,good
9608,2009,One Hundred Mornings,Drama,5.8,okay
9609,2008,Sorry Bhai!,"Comedy, Drama, Romance",6.1,good
9610,2008,Un altro pianeta,Drama,6.0,good
9611,2008,Boys Briefs 5: Schoolboys,Drama,6.7,good
9612,2009,New York,"Crime, Drama, Thriller",6.8,good
9613,2009,Safari,"Adventure, Comedy",4.5,okay
9614,2009,Ci ling,"Action, Adventure, Fantasy",3.8,okay
9615,2010,Some Days Are Better Than Others,Drama,6.0,good
9616,2010,Bold Native,"Action, Adventure, Comedy",7.0,good
9617,2009,Cummings Farm,Comedy,3.5,okay
9618,2009,Chrome Angels,"Action, Sci-Fi",3.4,okay
9619,2010,Preacher's Kid,"Drama, Music, Romance",5.0,okay
9620,2008,Ai de fa sheng lian xi,Romance,5.0,okay
9621,2008,S.S.D.,"Horror, Thriller",4.4,okay
9622,2006,The Ante,"Comedy, Crime, Drama",4.8,okay
9623,2008,Dla ciebie i ognia,"Drama, Horror, Thriller",6.6,good
9624,2009,Gestación,Drama,7.1,good
9625,2008,Mangue Negro,Horror,5.6,okay
9626,2009,Must Love Death,"Comedy, Horror, Romance",4.3,okay
9627,2009,The Red Rooster,Drama,2.6,bad
9628,2009,Fuk sau,"Action, Crime, Thriller",6.5,good
9629,2010,Gainsbourg (Vie héroïque),"Biography, Drama, Music",6.9,good
9630,2008,1895,History,6.0,good
9631,2008,A-nae-ga kyeol-hon-haet-da,"Comedy, Romance",5.6,okay
9632,2008,Se Nada Mais Der Certo,Drama,7.1,good
9633,2008,Dal-lyeo-la ja-jeon-geo,"Drama, Romance",6.2,good
9634,2008,Meotjin haru,"Adventure, Comedy, Drama",7.0,good
9635,2008,Mi-in-do,"Drama, Romance",6.5,good
9636,2009,"Silent Night, Zombie Night","Horror, Sci-Fi",4.1,okay
9637,2010,Memoirs of a Teenage Amnesiac,"Drama, Romance",6.0,good
9638,2008,Ching yan,"Action, Thriller",6.9,good
9639,2008,Sonbahar,Drama,7.8,good
9640,2009,Tsumi toka batsu toka,Comedy,6.5,good
9641,2008,Fei cheng wu rao,"Comedy, Romance",6.8,good
9642,2009,Rodney,Drama,4.6,okay
9643,2009,Jack Said,"Action, Crime, Thriller",3.7,okay
9644,2009,Paper Heart,"Comedy, Drama, Romance",6.0,good
9645,2009,Victoria Day,Drama,6.5,good
9646,2009,5150 rue des Ormes,"Drama, Horror, Thriller",6.6,good
9647,2009,I mostri oggi,Comedy,4.5,okay
9648,2009,Mavro livadi,"Drama, Romance",6.3,good
9649,2009,Crackie,Drama,5.5,okay
9650,2007,The Dead Don't Scream,Horror,3.0,okay
9651,2009,Dread,"Drama, Horror, Thriller",5.7,okay
9652,2009,Der Fall des Lemming,"Comedy, Crime",6.1,good
9653,2009,Norteado,Drama,6.9,good
9654,2009,Ola tha pane kala,"Comedy, Crime",5.2,okay
9655,2008,The Snake,Comedy,5.1,okay
9656,2008,Snezenky a machri po 25 letech,"Comedy, Drama",4.0,okay
9657,2010,The Final Storm,"Action, Horror, Thriller",3.6,okay
9658,2008,Chuzhie,Drama,5.0,okay
9659,2008,Arizona Sky,"Drama, Romance",5.5,okay
9660,2009,Cosmonauta,Comedy,6.5,good
9661,2008,Max Pinlig,"Comedy, Family",5.8,okay
9662,2009,The Big Gay Musical,"Comedy, Drama, Music",6.4,good
9663,2010,The Last Harbor,"Mystery, Thriller",4.3,okay
9664,2010,Mesa sto dasos,"Drama, Mystery, Romance",4.3,okay
9665,2010,Shoot the Hero,"Action, Comedy",3.5,okay
9666,2009,Strella,Drama,7.3,good
9667,2010,Kongen av Bastøy,"Action, Drama",7.5,good
9668,2010,Baciami ancora,"Drama, Romance",5.9,okay
9669,2008,Fantasma de Buenos Aires,"Comedy, Fantasy",7.0,good
9670,2009,Jeneraru rûju no gaisen,"Comedy, Drama, Mystery",6.4,good
9671,2007,Shen qiang shou yu zhi duo xing,"Action, Comedy, Crime",5.1,okay
9672,2008,The Lost Door,"Drama, Thriller",4.5,okay
9673,2009,O Menino da Porteira,"Adventure, Drama, Western",5.5,okay
9674,2008,Ochen russkiy detektiv,"Comedy, Crime, Mystery",4.9,okay
9675,2009,Sagar Alias Jackie: Reloaded,"Action, Crime",5.1,okay
9676,2008,Maharathi,"Crime, Drama, Mystery",7.1,good
9677,2010,Never Let Me Go,"Drama, Romance, Sci-Fi",7.1,good
9678,2009,Akadimia Platonos,"Comedy, Drama",6.5,good
9679,2010,Hora proelefsis,"Drama, Thriller",5.3,okay
9680,2009,Psyhi vathia,"Drama, War",7.1,good
9681,2009,Blue Oranges,Mystery,6.5,good
9682,2009,Paco,Drama,6.3,good
9683,2010,Raavan,"Action, Adventure, Drama",5.4,okay
9684,2009,Deadtime Stories,Horror,4.0,okay
9685,2009,Humpday,"Comedy, Drama, Romance",6.0,good
9686,2010,The Perfect Host,"Comedy, Crime, Thriller",6.8,good
9687,2008,Toul omry,"Drama, Romance",5.8,okay
9688,2010,Dahmer vs. Gacy,"Comedy, Horror",2.4,bad
9689,2010,Fast Lane,"Action, Drama",3.5,okay
9690,2009,The Revenant,"Comedy, Fantasy, Horror",6.3,good
9691,2008,Veruthe Oru Bharya,"Comedy, Drama, Family",6.3,good
9692,2009,Lost in the Woods,Family,2.0,bad
9693,2010,La meute,Horror,4.8,okay
9694,2010,Cyrus,"Comedy, Drama, Romance",6.3,good
9695,2010,The Wylds,"Action, Adventure, Drama",2.1,bad
9696,2009,Drifter: Henry Lee Lucas,"Crime, Horror, Thriller",4.0,okay
9697,2009,Project Solitude,Thriller,5.7,okay
9698,2010,Jucy,Comedy,5.7,okay
9699,2009,Son of the Sunshine,Drama,6.7,good
9700,2009,Trailer Park Boys: Countdown to Liquor Day,"Comedy, Crime",7.4,good
9701,2008,Woetoli,"Horror, Mystery, Thriller",5.3,okay
9702,2009,"Politist, adjectiv","Crime, Drama",7.0,good
9703,2010,Mei loi ging chat,"Action, Sci-Fi",3.4,okay
9704,2009,Rampage,"Action, Crime, Thriller",6.3,good
9705,2009,Se min kjole,Drama,6.2,good
9706,2010,The Erotic Man,Drama,4.2,okay
9707,2009,Shizumanu taiyô,Drama,6.6,good
9708,2009,Anonymes,Drama,6.3,good
9709,2009,King Guillaume,Comedy,4.7,okay
9710,2009,Guy and Madeline on a Park Bench,"Drama, Musical",6.1,good
9711,2010,Der Kameramörder,"Romance, Thriller",5.3,okay
9712,2008,LasseMajas detektivbyrå - Kameleontens hämnd,Family,5.3,okay
9713,2010,Nokas,"Action, Biography, Crime",6.5,good
9714,2009,The Coming,Sci-Fi,5.6,okay
9715,2009,Jack in the Box,Horror,4.3,okay
9716,2009,Shut,Thriller,3.1,okay
9717,2008,Bloodlock,Horror,2.6,bad
9718,2009,Know Thy Enemy,"Drama, Music",3.3,okay
9719,2008,No Through Road,Thriller,3.9,okay
9720,2009,Nodame Kantâbire: Saishuu-gakushou - Zenpen,"Comedy, Drama, Music",7.2,good
9721,2010,Nodame Kantâbire: Saishuu-gakushou - Kouhen,"Comedy, Drama, Music",7.2,good
9722,2010,The Prometheus Project,"Horror, Sci-Fi",4.9,okay
9723,2008,The Ceremony,"Drama, Mystery, Thriller",6.0,good
9724,2009,"Maria, ihm schmeckt's nicht!",Comedy,6.0,good
9725,2009,Nem vagyok a barátod,Drama,6.4,good
9726,2010,Der Räuber,"Biography, Crime, Drama",6.8,good
9727,2009,Beeswax,"Comedy, Drama",5.9,okay
9728,2008,Gekijô ban Bleach: Fade to Black - Kimi no na o yob,"Animation, Action, Drama",7.3,good
9729,2009,Zerachin shirubâ love,Thriller,6.2,good
9730,2009,Hellbinders,"Action, Fantasy, Horror",3.8,okay
9731,2010,Ta oporofora tis Athinas,Comedy,5.4,okay
9732,2010,Raspberry Magic,"Comedy, Drama, Family",5.5,okay
9733,2009,Alles stroomt,Drama,6.7,good
9734,2008,Mi verano con Amanda,Comedy,5.8,okay
9735,2009,L'uomo fiammifero,Fantasy,6.5,good
9736,2008,Ne dumay pro belykh obezyan,"Comedy, Drama",6.7,good
9737,2010,Hævnen,"Drama, Romance",7.6,good
9738,2009,Killer Bean Forever,"Animation, Action, Comedy",6.2,good
9739,2009,Samson and Delilah,"Drama, Romance",7.0,good
9740,2009,Camping,"Comedy, Drama",5.1,okay
9741,2006,Big Story in a Small City,Comedy,7.1,good
9742,2008,Black Lightning,"Comedy, Crime",5.0,okay
9743,2008,Ai qing hu jiao zhuan yi II: Ai qing zuo you,"Comedy, Romance",4.4,okay
9744,2010,Elektra Luxx,"Comedy, Drama",5.1,okay
9745,2008,Forecast,"Adventure, Drama, Romance",6.6,good
9746,2010,I Am 24,"Comedy, Romance",6.1,good
9747,2010,Regresa,"Comedy, Romance",6.0,good
9748,2010,The Rock 'n' Roll Dreams of Duncan Christopher,"Comedy, Drama",5.1,okay
9749,2010,Blizkiy vrag,Crime,5.1,okay
9750,2010,Köntörfalak,"Drama, Romance",7.3,good
9751,2009,Raaz: The Mystery Continues,"Horror, Mystery, Romance",5.6,okay
9752,2008,FilmeFobia,"Drama, Fantasy, Horror",5.1,okay
9753,2010,Four Lions,"Comedy, Crime, Drama",7.3,good
9754,2005,Galazio forema,Drama,5.3,okay
9755,2010,How Do You Know,"Comedy, Drama, Romance",5.4,okay
9756,2009,Smile,Horror,3.3,okay
9757,2010,Ceremony,"Comedy, Romance",5.5,okay
9758,2010,The Shrine,Horror,5.5,okay
9759,2009,Flickan,"Drama, Family",6.6,good
9760,2008,Kdopak by se vlka bál,Family,6.8,good
9761,2009,Mommo,"Drama, Family",7.7,good
9762,2009,Na pude aneb Kdo má dneska narozeniny?,"Animation, Family, Fantasy",6.3,good
9763,2009,Normal,"Crime, Drama, Thriller",6.1,good
9764,2009,Peklo s princeznou,"Comedy, Family, Fantasy",5.9,okay
9765,2009,Meitantei Conan: Shikkoku no chaser,"Animation, Action, Adventu",7.1,good
9766,2009,Absolute Evil,"Drama, Thriller",2.8,bad
9767,2008,Cycle,"Comedy, Drama, Thriller",6.3,good
9768,2009,"Felicia, înainte de toate",Drama,7.1,good
9769,2008,Gekijô ban Kara no kyôkai: Dai roku shô - Bôkyaku r,"Animation, Action, Drama",6.8,good
9770,2009,Luftslottet som sprängdes,"Crime, Drama, Thriller",7.3,good
9771,2010,Speed-Dating,Comedy,2.5,bad
9772,2007,V ozhidanii chuda,Comedy,6.1,good
9773,2009,Do Knot Disturb,"Comedy, Drama",3.6,okay
9774,2010,Brestskaya krepost,"Action, Drama, History",7.5,good
9775,2010,Zeiten ändern Dich,"Biography, Drama, Music",2.9,bad
9776,2009,First Squad: The Moment of Truth,"Animation, Action, Drama",5.6,okay
9777,2010,Paradox,"Sci-Fi, Thriller",4.6,okay
9778,2009,Zweiohrküken,"Comedy, Romance",5.7,okay
9779,2009,Kei tung bou deui - Tung pou,"Action, Crime, Drama",6.0,good
9780,2010,Reuniting the Rubins,"Comedy, Drama, Family",5.1,okay
9781,2008,Sicak,"Action, Crime, Drama",4.9,okay
9782,2009,Vali,"Action, Crime, Drama",7.4,good
9783,2008,Ile wazy kon trojanski?,Comedy,5.8,okay
9784,2010,L'arbre et la forêt,Drama,6.7,good
9785,2009,The Black Knight Returns,"Action, Adventure, Sci-Fi",1.5,bad
9786,2009,La donation,Drama,6.8,good
9787,2009,Hamesh Shaot me'Pariz,Drama,7.0,good
9788,2009,Killer Biker Chicks,"Action, Comedy, Horror",2.8,bad
9789,2009,"Leslie, My Name Is Evil","Comedy, Crime",4.6,okay
9790,2008,Lokas,Comedy,5.5,okay
9791,2009,RTT,"Comedy, Romance",4.9,okay
9792,2009,Savage,"Crime, Drama, Thriller",6.5,good
9793,2009,Tung moon,"Action, Crime, Thriller",6.1,good
9794,2009,Nankyoku ryôrinin,Comedy,7.1,good
9795,2008,Yeong-hwa-neun yeong-hwa-da,"Action, Drama",7.1,good
9796,2010,The Clinic,"Crime, Horror, Mystery",5.4,okay
9797,2009,Gekijô ban Kara no kyôkai: Satsujin kôsatsu (Go),"Animation, Action, Crime",7.6,good
9798,2010,Ishqiya,"Comedy, Drama, Romance",7.3,good
9799,2009,Vølvens forbandelse,"Adventure, Family, Fantasy",5.3,okay
9800,2010,Otôto,Drama,7.1,good
9801,2009,Idealny facet dla mojej dziewczyny,Comedy,4.2,okay
9802,2009,Pimpin' Pee Wee,Comedy,3.9,okay
9803,2009,Higurashi no naku koro ni: Chikai,"Action, Drama, Horror",5.5,okay
9804,2009,The Eclipse,"Drama, Horror, Romance",6.1,good
9805,2009,Independencia,Drama,6.4,good
9806,2008,"Sing kung chok tse 2: Ngor but mai suen, ngor mai c",Drama,6.4,good
9807,2009,Skjult,"Horror, Thriller",5.7,okay
9808,2009,Tajomaru,"Action, Crime, Drama",5.3,okay
9809,2009,Lovers in a Dangerous Time,Drama,6.6,good
9810,2008,Pendragon: Sword of His Father,"Adventure, Fantasy",3.8,okay
9811,2009,La prima linea,"Biography, Crime, Drama",6.3,good
9812,2009,At Home by Myself... with You,Comedy,6.4,good
9813,2009,The Combination,Drama,6.2,good
9814,2009,Günesi Gördüm,Drama,6.5,good
9815,2009,Protektor,"Drama, Romance",7.1,good
9816,2009,Villa Amalia,Drama,6.2,good
9817,2009,Crying with Laughter,Thriller,6.9,good
9818,2009,Umbrage,"Horror, Western",3.2,okay
9819,2009,The Perfect Gift,Drama,7.1,good
9820,2010,Defcon 2012,Sci-Fi,1.7,bad
9821,2009,Sit ting fung wan,"Crime, Thriller",7.1,good
9822,2009,Neuilly sa mère!,Comedy,5.5,okay
9823,2009,Curious George 2: Follow That Monkey!,"Animation, Adventure, Come",5.6,okay
9824,2008,Baska Semtin Çocuklari,"Action, Crime, Drama",6.7,good
9825,2009,La première étoile,Comedy,5.6,okay
9826,2009,Last of the Living,"Comedy, Horror, Sci-Fi",4.7,okay
9827,2010,Luster,"Horror, Thriller",4.8,okay
9828,2010,Pyaar Impossible!,"Comedy, Romance",4.6,okay
9829,2009,Talentime,Drama,6.7,good
9830,2009,L'uomo che verrà,"Drama, War",7.4,good
9831,2009,Ander,"Drama, Romance",7.2,good
9832,2009,Rückenwind,"Drama, Mystery, Romance",5.1,okay
9833,2010,Psychosis,"Crime, Horror, Mystery",3.6,okay
9834,2009,Gurotesuku,"Horror, Thriller",4.7,okay
9835,2010,Lullaby for Pi,Drama,6.8,good
9836,2010,Nude Nuns with Big Guns,"Action, Comedy, Thriller",3.9,okay
9837,2010,Prezít svuj zivot (teorie a praxe),"Animation, Comedy, Fantasy",7.3,good
9838,2009,Chloe,"Drama, Mystery, Romance",6.3,good
9839,2008,Manjadikuru,"Drama, Family",8.1,good
9840,2009,Le séminaire Caméra Café,Comedy,4.4,okay
9841,2009,Rien de personnel,Drama,6.2,good
9842,2009,Francesca,Drama,6.1,good
9843,2008,Odnazhdy v provintsii,Drama,5.8,okay
9844,2009,La famille Wolberg,Drama,5.8,okay
9845,2009,Papírrepülôk,"Comedy, Drama, Romance",5.9,okay
9846,2010,Jordan,"Adventure, Drama, Thriller",5.5,okay
9847,2008,Jin ping mei,"Comedy, Drama",5.1,okay
9848,2009,Le roi de l'évasion,"Adventure, Comedy",6.1,good
9849,2010,Feed the Fish,Comedy,6.0,good
9850,2009,Upstairs,Thriller,4.6,okay
9851,2009,End Game,Drama,2.0,bad
9852,2009,Ayan,Action,7.3,good
9853,2008,Interplanetary,"Comedy, Horror, Sci-Fi",4.6,okay
9854,2009,Stingray Sam,"Comedy, Musical, Sci-Fi",7.2,good
9855,2009,Tréfa,"Comedy, Drama",6.3,good
9856,2009,Barbe bleue,Fantasy,6.3,good
9857,2009,Evil Bong 2: King Bong,"Adventure, Comedy, Horror",4.5,okay
9858,2008,5 dienu avantiura,Comedy,5.1,okay
9859,2009,Eagle Hunter's Son,"Drama, Family",6.4,good
9860,2008,Kinta,Action,3.6,okay
9861,2009,Perempuan berkalung sorban,Drama,6.7,good
9862,2009,Un ange à la mer,Drama,6.3,good
